REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jul-04,Manitoba,2016A000246,Persons,249,units,0,v13,8,1173228,,,,0
Oct-04,Manitoba,2016A000246,Persons,249,units,0,v13,8,1174667,,,,0
Jan-05,Manitoba,2016A000246,Persons,249,units,0,v13,8,1176047,,,,0
Apr-05,Manitoba,2016A000246,Persons,249,units,0,v13,8,1177285,,,,0
Jul-05,Manitoba,2016A000246,Persons,249,units,0,v13,8,1178262,,,,0
Oct-05,Manitoba,2016A000246,Persons,249,units,0,v13,8,1179082,,,,0
Jan-06,Manitoba,2016A000246,Persons,249,units,0,v13,8,1179916,,,,0
Apr-06,Manitoba,2016A000246,Persons,249,units,0,v13,8,1181632,,,,0
Jul-06,Manitoba,2016A000246,Persons,249,units,0,v13,8,1183560,,,,0
Oct-06,Manitoba,2016A000246,Persons,249,units,0,v13,8,1183975,,,,0
Jan-07,Manitoba,2016A000246,Persons,249,units,0,v13,8,1184495,,,,0
Apr-07,Manitoba,2016A000246,Persons,249,units,0,v13,8,1186421,,,,0
Jul-07,Manitoba,2016A000246,Persons,249,units,0,v13,8,1189446,,,,0
Oct-07,Manitoba,2016A000246,Persons,249,units,0,v13,8,1191684,,,,0
Jan-08,Manitoba,2016A000246,Persons,249,units,0,v13,8,1193396,,,,0
Apr-08,Manitoba,2016A000246,Persons,249,units,0,v13,8,1194653,,,,0
Jul-08,Manitoba,2016A000246,Persons,249,units,0,v13,8,1197767,,,,0
Oct-08,Manitoba,2016A000246,Persons,249,units,0,v13,8,1199551,,,,0
Jan-09,Manitoba,2016A000246,Persons,249,units,0,v13,8,1201705,,,,0
Apr-09,Manitoba,2016A000246,Persons,249,units,0,v13,8,1204013,,,,0
Jul-09,Manitoba,2016A000246,Persons,249,units,0,v13,8,1208555,,,,0
Oct-09,Manitoba,2016A000246,Persons,249,units,0,v13,8,1211881,,,,0
Jan-10,Manitoba,2016A000246,Persons,249,units,0,v13,8,1213941,,,,0
Apr-10,Manitoba,2016A000246,Persons,249,units,0,v13,8,1216618,,,,0
Jul-10,Manitoba,2016A000246,Persons,249,units,0,v13,8,1220782,,,,0
Oct-10,Manitoba,2016A000246,Persons,249,units,0,v13,8,1224663,,,,0
Jan-11,Manitoba,2016A000246,Persons,249,units,0,v13,8,1227210,,,,0
Apr-11,Manitoba,2016A000246,Persons,249,units,0,v13,8,1229058,,,,0
Jul-11,Manitoba,2016A000246,Persons,249,units,0,v13,8,1233353,,,,0
Oct-11,Manitoba,2016A000246,Persons,249,units,0,v13,8,1237390,,,,0
Jan-12,Manitoba,2016A000246,Persons,249,units,0,v13,8,1241417,,,,0
Apr-12,Manitoba,2016A000246,Persons,249,units,0,v13,8,1244884,,,,0
Jul-12,Manitoba,2016A000246,Persons,249,units,0,v13,8,1249094,,,,0
Oct-12,Manitoba,2016A000246,Persons,249,units,0,v13,8,1253210,,,,0
Jan-13,Manitoba,2016A000246,Persons,249,units,0,v13,8,1256879,,,,0
Apr-13,Manitoba,2016A000246,Persons,249,units,0,v13,8,1259693,,,,0
Jul-13,Manitoba,2016A000246,Persons,249,units,0,v13,8,1263393,,,,0
Oct-13,Manitoba,2016A000246,Persons,249,units,0,v13,8,1267105,,,,0
Jan-14,Manitoba,2016A000246,Persons,249,units,0,v13,8,1270153,,,,0
Apr-14,Manitoba,2016A000246,Persons,249,units,0,v13,8,1272914,,,,0
Jul-14,Manitoba,2016A000246,Persons,249,units,0,v13,8,1277425,,,,0
Oct-14,Manitoba,2016A000246,Persons,249,units,0,v13,8,1281690,,,,0
Jan-15,Manitoba,2016A000246,Persons,249,units,0,v13,8,1284693,,,,0
Apr-15,Manitoba,2016A000246,Persons,249,units,0,v13,8,1286250,,,,0
Jul-15,Manitoba,2016A000246,Persons,249,units,0,v13,8,1293598,,,,0
Oct-15,Manitoba,2016A000246,Persons,249,units,0,v13,8,1298120,,,,0
Jan-16,Manitoba,2016A000246,Persons,249,units,0,v13,8,1302938,,,,0
Apr-16,Manitoba,2016A000246,Persons,249,units,0,v13,8,1307797,,,,0
Jul-16,Manitoba,2016A000246,Persons,249,units,0,v13,8,1314140,,,,0
Oct-16,Manitoba,2016A000246,Persons,249,units,0,v13,8,1319800,,,,0
Jan-17,Manitoba,2016A000246,Persons,249,units,0,v13,8,1324044,,,,0
Apr-17,Manitoba,2016A000246,Persons,249,units,0,v13,8,1328337,,,,0
Jul-17,Manitoba,2016A000246,Persons,249,units,0,v13,8,1334734,,,,0
Oct-17,Manitoba,2016A000246,Persons,249,units,0,v13,8,1340426,,,,0
Jan-18,Manitoba,2016A000246,Persons,249,units,0,v13,8,1344198,,,,0
Apr-18,Manitoba,2016A000246,Persons,249,units,0,v13,8,1346916,,,,0
Jul-18,Manitoba,2016A000246,Persons,249,units,0,v13,8,1352687,,,,0
Oct-18,Manitoba,2016A000246,Persons,249,units,0,v13,8,1357856,,,,0
Jan-19,Manitoba,2016A000246,Persons,249,units,0,v13,8,1361737,,,,0
Apr-19,Manitoba,2016A000246,Persons,249,units,0,v13,8,1364666,,,,0
Jul-19,Manitoba,2016A000246,Persons,249,units,0,v13,8,1370033,,,,0
Oct-19,Manitoba,2016A000246,Persons,249,units,0,v13,8,1373884,,,,0
Jan-20,Manitoba,2016A000246,Persons,249,units,0,v13,8,1377283,,,,0
Apr-20,Manitoba,2016A000246,Persons,249,units,0,v13,8,1379280,,,,0
Jul-20,Manitoba,2016A000246,Persons,249,units,0,v13,8,1380132,,,,0
Oct-20,Manitoba,2016A000246,Persons,249,units,0,v13,8,1381809,,,,0
Jan-21,Manitoba,2016A000246,Persons,249,units,0,v13,8,1383854,,,,0
Apr-21,Manitoba,2016A000246,Persons,249,units,0,v13,8,1388611,,,,0
Jul-21,Manitoba,2016A000246,Persons,249,units,0,v13,8,1391924,,,,0
Oct-21,Manitoba,2016A000246,Persons,249,units,0,v13,8,1396162,,,,0
Jan-22,Manitoba,2016A000246,Persons,249,units,0,v13,8,1399970,,,,0
Apr-22,Manitoba,2016A000246,Persons,249,units,0,v13,8,1404199,,,,0
Jul-22,Manitoba,2016A000246,Persons,249,units,0,v13,8,1412568,,,,0
Oct-22,Manitoba,2016A000246,Persons,249,units,0,v13,8,1423465,,,,0
Jan-23,Manitoba,2016A000246,Persons,249,units,0,v13,8,1432984,,,,0
Apr-23,Manitoba,2016A000246,Persons,249,units,0,v13,8,1444025,,,,0
Jul-23,Manitoba,2016A000246,Persons,249,units,0,v13,8,1454743,,,,0
Oct-23,Manitoba,2016A000246,Persons,249,units,0,v13,8,1465035,,,,0
Jan-24,Manitoba,2016A000246,Persons,249,units,0,v13,8,1475046,,,,0
Apr-24,Manitoba,2016A000246,Persons,249,units,0,v13,8,1485955,,,,0
Jul-24,Manitoba,2016A000246,Persons,249,units,0,v13,8,1494301,,,,0
Oct-24,Manitoba,2016A000246,Persons,249,units,0,v13,8,1499981,,,,0
Jan-25,Manitoba,2016A000246,Persons,249,units,0,v13,8,1504023,,,,0
Apr-25,Manitoba,2016A000246,Persons,249,units,0,v13,8,1507330,,,,0
Apr-00,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1009177,,,,0
Jul-00,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1007565,,,,0
Oct-00,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1006027,,,,0
Jan-01,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1003469,,,,0
Apr-01,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1001643,,,,0
Jul-01,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1000307,,,,0
Oct-01,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,999241,,,,0
Jan-02,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,998742,,,,0
Apr-02,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,997792,,,,0
Jul-02,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,996854,,,,0
Oct-02,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,996324,,,,0
Jan-03,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,996286,,,,0
Apr-03,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,995785,,,,0
Jul-03,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,996422,,,,0
Oct-03,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,996585,,,,0
Jan-04,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,996586,,,,0
Apr-04,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,997106,,,,0
Jul-04,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,997305,,,,0
Oct-04,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,997010,,,,0
Jan-05,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,995914,,,,0
Apr-05,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,994902,,,,0
Jul-05,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,993510,,,,0
Oct-05,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,993299,,,,0
Jan-06,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,992246,,,,0
Apr-06,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,991231,,,,0
Jul-06,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,992313,,,,0
Oct-06,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,993359,,,,0
Jan-07,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,995170,,,,0
Apr-07,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,997541,,,,0
Jul-07,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1002074,,,,0
Oct-07,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1007305,,,,0
Jan-08,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1010279,,,,0
Apr-08,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1013449,,,,0
Jul-08,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1017368,,,,0
Oct-08,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1022511,,,,0
Jan-09,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1025946,,,,0
Apr-09,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1029862,,,,0
Jul-09,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1034791,,,,0
Oct-09,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1039530,,,,0
Jan-10,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1042936,,,,0
Apr-10,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1046779,,,,0
Jul-10,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1051426,,,,0
Oct-10,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1056102,,,,0
Jan-11,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1058969,,,,0
Apr-11,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1061484,,,,0
Jul-11,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1065661,,,,0
Oct-11,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1069950,,,,0
Jan-12,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1073565,,,,0
Apr-12,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1077170,,,,0
Jul-12,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1083005,,,,0
Oct-12,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1088177,,,,0
Jan-13,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1090738,,,,0
Apr-13,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1093549,,,,0
Jul-13,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1098868,,,,0
Oct-13,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1102832,,,,0
Jan-14,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1105444,,,,0
Apr-14,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1108674,,,,0
Jul-14,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1111989,,,,0
Oct-14,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1115184,,,,0
Jan-15,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1117137,,,,0
Apr-15,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1117736,,,,0
Jul-15,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1122210,,,,0
Oct-15,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1125588,,,,0
Jan-16,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1128160,,,,0
Apr-16,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1131285,,,,0
Jul-16,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1135496,,,,0
Oct-16,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1139492,,,,0
Jan-17,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1141537,,,,0
Apr-17,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1143829,,,,0
Jul-17,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1147315,,,,0
Oct-17,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1151044,,,,0
Jan-18,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1152366,,,,0
Apr-18,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1153530,,,,0
Jul-18,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1156210,,,,0
Oct-18,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1159648,,,,0
Jan-19,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1161529,,,,0
Apr-19,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1161787,,,,0
Jul-19,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1164223,,,,0
Oct-19,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1167271,,,,0
Jan-20,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1169426,,,,0
Apr-20,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1169038,,,,0
Jul-20,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1167386,,,,0
Oct-20,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1165963,,,,0
Jan-21,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1166348,,,,0
Apr-21,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1167711,,,,0
Jul-21,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1167711,,,,0
Oct-21,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1168792,,,,0
Jan-22,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1171007,,,,0
Apr-22,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1173421,,,,0
Jul-22,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1178455,,,,0
Oct-22,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1187854,,,,0
Jan-23,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1195464,,,,0
Apr-23,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1201089,,,,0
Jul-23,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1209307,,,,0
Oct-23,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1219702,,,,0
Jan-24,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1226848,,,,0
Apr-24,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1233068,,,,0
Jul-24,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1239865,,,,0
Oct-24,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1246691,,,,0
Jan-25,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1250909,,,,0
Apr-25,Saskatchewan,2016A000247,Persons,249,units,0,v14,9,1253569,,,,0
Apr-00,Alberta,2016A000248,Persons,249,units,0,v15,10,2988465,,,,0
Jul-00,Alberta,2016A000248,Persons,249,units,0,v15,10,3004198,,,,0
Oct-00,Alberta,2016A000248,Persons,249,units,0,v15,10,3016947,,,,0
Jan-01,Alberta,2016A000248,Persons,249,units,0,v15,10,3027941,,,,0
Apr-01,Alberta,2016A000248,Persons,249,units,0,v15,10,3041238,,,,0
Jul-01,Alberta,2016A000248,Persons,249,units,0,v15,10,3058554,,,,0
Oct-01,Alberta,2016A000248,Persons,249,units,0,v15,10,3078756,,,,0
Jan-02,Alberta,2016A000248,Persons,249,units,0,v15,10,3092506,,,,0
Apr-02,Alberta,2016A000248,Persons,249,units,0,v15,10,3108716,,,,0
Jul-02,Alberta,2016A000248,Persons,249,units,0,v15,10,3128757,,,,0
Oct-02,Alberta,2016A000248,Persons,249,units,0,v15,10,3145227,,,,0
Jan-03,Alberta,2016A000248,Persons,249,units,0,v15,10,3155370,,,,0
Apr-03,Alberta,2016A000248,Persons,249,units,0,v15,10,3169295,,,,0
Jul-03,Alberta,2016A000248,Persons,249,units,0,v15,10,3183291,,,,0
Oct-03,Alberta,2016A000248,Persons,249,units,0,v15,10,3198059,,,,0
Jan-04,Alberta,2016A000248,Persons,249,units,0,v15,10,3209557,,,,0
Apr-04,Alberta,2016A000248,Persons,249,units,0,v15,10,3223659,,,,0
Jul-04,Alberta,2016A000248,Persons,249,units,0,v15,10,3238817,,,,0
Oct-04,Alberta,2016A000248,Persons,249,units,0,v15,10,3260721,,,,0
Jan-05,Alberta,2016A000248,Persons,249,units,0,v15,10,3276908,,,,0
Apr-05,Alberta,2016A000248,Persons,249,units,0,v15,10,3296359,,,,0
Jul-05,Alberta,2016A000248,Persons,249,units,0,v15,10,3321839,,,,0
Oct-05,Alberta,2016A000248,Persons,249,units,0,v15,10,3346802,,,,0
Jan-06,Alberta,2016A000248,Persons,249,units,0,v15,10,3371851,,,,0
Apr-06,Alberta,2016A000248,Persons,249,units,0,v15,10,3396809,,,,0
Jul-06,Alberta,2016A000248,Persons,249,units,0,v15,10,3421435,,,,0
Oct-06,Alberta,2016A000248,Persons,249,units,0,v15,10,3453945,,,,0
Jan-07,Alberta,2016A000248,Persons,249,units,0,v15,10,3472779,,,,0
Apr-07,Alberta,2016A000248,Persons,249,units,0,v15,10,3490849,,,,0
Jul-07,Alberta,2016A000248,Persons,249,units,0,v15,10,3514151,,,,0
Oct-07,Alberta,2016A000248,Persons,249,units,0,v15,10,3533414,,,,0
Jan-08,Alberta,2016A000248,Persons,249,units,0,v15,10,3548804,,,,0
Apr-08,Alberta,2016A000248,Persons,249,units,0,v15,10,3567475,,,,0
Jul-08,Alberta,2016A000248,Persons,249,units,0,v15,10,3595875,,,,0
Oct-08,Alberta,2016A000248,Persons,249,units,0,v15,10,3619319,,,,0
Jan-09,Alberta,2016A000248,Persons,249,units,0,v15,10,3638505,,,,0
Apr-09,Alberta,2016A000248,Persons,249,units,0,v15,10,3659235,,,,0
Jul-09,Alberta,2016A000248,Persons,249,units,0,v15,10,3679010,,,,0
Oct-09,Alberta,2016A000248,Persons,249,units,0,v15,10,3694318,,,,0
Jan-10,Alberta,2016A000248,Persons,249,units,0,v15,10,3702290,,,,0
Apr-10,Alberta,2016A000248,Persons,249,units,0,v15,10,3714999,,,,0
Jul-10,Alberta,2016A000248,Persons,249,units,0,v15,10,3732104,,,,0
Oct-10,Alberta,2016A000248,Persons,249,units,0,v15,10,3747235,,,,0
Jan-11,Alberta,2016A000248,Persons,249,units,0,v15,10,3754422,,,,0
Apr-11,Alberta,2016A000248,Persons,249,units,0,v15,10,3768774,,,,0
Jul-11,Alberta,2016A000248,Persons,249,units,0,v15,10,3787705,,,,0
Oct-11,Alberta,2016A000248,Persons,249,units,0,v15,10,3805071,,,,0
Jan-12,Alberta,2016A000248,Persons,249,units,0,v15,10,3822425,,,,0
Apr-12,Alberta,2016A000248,Persons,249,units,0,v15,10,3845093,,,,0
Jul-12,Alberta,2016A000248,Persons,249,units,0,v15,10,3871947,,,,0
Oct-12,Alberta,2016A000248,Persons,249,units,0,v15,10,3897746,,,,0
Jan-13,Alberta,2016A000248,Persons,249,units,0,v15,10,3917941,,,,0
Apr-13,Alberta,2016A000248,Persons,249,units,0,v15,10,3944281,,,,0
Jul-13,Alberta,2016A000248,Persons,249,units,0,v15,10,3978532,,,,0
Oct-13,Alberta,2016A000248,Persons,249,units,0,v15,10,4008421,,,,0
Jan-14,Alberta,2016A000248,Persons,249,units,0,v15,10,4027497,,,,0
Apr-14,Alberta,2016A000248,Persons,249,units,0,v15,10,4051858,,,,0
Jul-14,Alberta,2016A000248,Persons,249,units,0,v15,10,4081271,,,,0
Oct-14,Alberta,2016A000248,Persons,249,units,0,v15,10,4103702,,,,0
Jan-15,Alberta,2016A000248,Persons,249,units,0,v15,10,4113697,,,,0
Apr-15,Alberta,2016A000248,Persons,249,units,0,v15,10,4125943,,,,0
Jul-15,Alberta,2016A000248,Persons,249,units,0,v15,10,4150147,,,,0
Oct-15,Alberta,2016A000248,Persons,249,units,0,v15,10,4163048,,,,0
Jan-16,Alberta,2016A000248,Persons,249,units,0,v15,10,4171847,,,,0
Apr-16,Alberta,2016A000248,Persons,249,units,0,v15,10,4182353,,,,0
Jul-16,Alberta,2016A000248,Persons,249,units,0,v15,10,4195427,,,,0
Oct-16,Alberta,2016A000248,Persons,249,units,0,v15,10,4207139,,,,0
Jan-17,Alberta,2016A000248,Persons,249,units,0,v15,10,4215506,,,,0
Apr-17,Alberta,2016A000248,Persons,249,units,0,v15,10,4224933,,,,0
Jul-17,Alberta,2016A000248,Persons,249,units,0,v15,10,4237310,,,,0
Oct-17,Alberta,2016A000248,Persons,249,units,0,v15,10,4253530,,,,0
Jan-18,Alberta,2016A000248,Persons,249,units,0,v15,10,4263957,,,,0
Apr-18,Alberta,2016A000248,Persons,249,units,0,v15,10,4276444,,,,0
Jul-18,Alberta,2016A000248,Persons,249,units,0,v15,10,4292556,,,,0
Oct-18,Alberta,2016A000248,Persons,249,units,0,v15,10,4311439,,,,0
Jan-19,Alberta,2016A000248,Persons,249,units,0,v15,10,4324254,,,,0
Apr-19,Alberta,2016A000248,Persons,249,units,0,v15,10,4337569,,,,0
Jul-19,Alberta,2016A000248,Persons,249,units,0,v15,10,4355377,,,,0
Oct-19,Alberta,2016A000248,Persons,249,units,0,v15,10,4376860,,,,0
Jan-20,Alberta,2016A000248,Persons,249,units,0,v15,10,4392958,,,,0
Apr-20,Alberta,2016A000248,Persons,249,units,0,v15,10,4405455,,,,0
Jul-20,Alberta,2016A000248,Persons,249,units,0,v15,10,4407495,,,,0
Oct-20,Alberta,2016A000248,Persons,249,units,0,v15,10,4412013,,,,0
Jan-21,Alberta,2016A000248,Persons,249,units,0,v15,10,4418338,,,,0
Apr-21,Alberta,2016A000248,Persons,249,units,0,v15,10,4425617,,,,0
Jul-21,Alberta,2016A000248,Persons,249,units,0,v15,10,4431531,,,,0
Oct-21,Alberta,2016A000248,Persons,249,units,0,v15,10,4449956,,,,0
Jan-22,Alberta,2016A000248,Persons,249,units,0,v15,10,4465137,,,,0
Apr-22,Alberta,2016A000248,Persons,249,units,0,v15,10,4480389,,,,0
Jul-22,Alberta,2016A000248,Persons,249,units,0,v15,10,4510747,,,,0
Oct-22,Alberta,2016A000248,Persons,249,units,0,v15,10,4558643,,,,0
Jan-23,Alberta,2016A000248,Persons,249,units,0,v15,10,4595851,,,,0
Apr-23,Alberta,2016A000248,Persons,249,units,0,v15,10,4639399,,,,0
Jul-23,Alberta,2016A000248,Persons,249,units,0,v15,10,4684514,,,,0
Oct-23,Alberta,2016A000248,Persons,249,units,0,v15,10,4744897,,,,0
Jan-24,Alberta,2016A000248,Persons,249,units,0,v15,10,4791876,,,,0
Apr-24,Alberta,2016A000248,Persons,249,units,0,v15,10,4842523,,,,0
Jul-24,Alberta,2016A000248,Persons,249,units,0,v15,10,4888723,,,,0
Oct-24,Alberta,2016A000248,Persons,249,units,0,v15,10,4931601,,,,0
Jan-25,Alberta,2016A000248,Persons,249,units,0,v15,10,4960097,,,,0
Apr-25,Alberta,2016A000248,Persons,249,units,0,v15,10,4980659,,,,0
Apr-00,British Columbia,2016A000259,Persons,249,units,0,v3,11,4033319,,,,0
Jul-00,British Columbia,2016A000259,Persons,249,units,0,v3,11,4039230,,,,0
Oct-00,British Columbia,2016A000259,Persons,249,units,0,v3,11,4049297,,,,0
Jan-01,British Columbia,2016A000259,Persons,249,units,0,v3,11,4055229,,,,0
Apr-01,British Columbia,2016A000259,Persons,249,units,0,v3,11,4066132,,,,0
Jul-01,British Columbia,2016A000259,Persons,249,units,0,v3,11,4076896,,,,0
Oct-01,British Columbia,2016A000259,Persons,249,units,0,v3,11,4085595,,,,0
Jan-02,British Columbia,2016A000259,Persons,249,units,0,v3,11,4087124,,,,0
Apr-02,British Columbia,2016A000259,Persons,249,units,0,v3,11,4094170,,,,0
Jul-02,British Columbia,2016A000259,Persons,249,units,0,v3,11,4100504,,,,0
Oct-02,British Columbia,2016A000259,Persons,249,units,0,v3,11,4108351,,,,0
Jan-03,British Columbia,2016A000259,Persons,249,units,0,v3,11,4110197,,,,0
Apr-03,British Columbia,2016A000259,Persons,249,units,0,v3,11,4114884,,,,0
Jul-03,British Columbia,2016A000259,Persons,249,units,0,v3,11,4124447,,,,0
Oct-03,British Columbia,2016A000259,Persons,249,units,0,v3,11,4134598,,,,0
Jan-04,British Columbia,2016A000259,Persons,249,units,0,v3,11,4139895,,,,0
Apr-04,British Columbia,2016A000259,Persons,249,units,0,v3,11,4145916,,,,0
Jul-04,British Columbia,2016A000259,Persons,249,units,0,v3,11,4155630,,,,0
Oct-04,British Columbia,2016A000259,Persons,249,units,0,v3,11,4167802,,,,0
Jan-05,British Columbia,2016A000259,Persons,249,units,0,v3,11,4174017,,,,0
Apr-05,British Columbia,2016A000259,Persons,249,units,0,v3,11,4182971,,,,0
Jul-05,British Columbia,2016A000259,Persons,249,units,0,v3,11,4196076,,,,0
Oct-05,British Columbia,2016A000259,Persons,249,units,0,v3,11,4212674,,,,0
Jan-06,British Columbia,2016A000259,Persons,249,units,0,v3,11,4217956,,,,0
Apr-06,British Columbia,2016A000259,Persons,249,units,0,v3,11,4227980,,,,0
Jul-06,British Columbia,2016A000259,Persons,249,units,0,v3,11,4241793,,,,0
Oct-06,British Columbia,2016A000259,Persons,249,units,0,v3,11,4258653,,,,0
Jan-07,British Columbia,2016A000259,Persons,249,units,0,v3,11,4265328,,,,0
Apr-07,British Columbia,2016A000259,Persons,249,units,0,v3,11,4276745,,,,0
Jul-07,British Columbia,2016A000259,Persons,249,units,0,v3,11,4290987,,,,0
Oct-07,British Columbia,2016A000259,Persons,249,units,0,v3,11,4312048,,,,0
Jan-08,British Columbia,2016A000259,Persons,249,units,0,v3,11,4319657,,,,0
Apr-08,British Columbia,2016A000259,Persons,249,units,0,v3,11,4331706,,,,0
Jul-08,British Columbia,2016A000259,Persons,249,units,0,v3,11,4349338,,,,0
Oct-08,British Columbia,2016A000259,Persons,249,units,0,v3,11,4371128,,,,0
Jan-09,British Columbia,2016A000259,Persons,249,units,0,v3,11,4381832,,,,0
Apr-09,British Columbia,2016A000259,Persons,249,units,0,v3,11,4395197,,,,0
Jul-09,British Columbia,2016A000259,Persons,249,units,0,v3,11,4410513,,,,0
Oct-09,British Columbia,2016A000259,Persons,249,units,0,v3,11,4431587,,,,0
Jan-10,British Columbia,2016A000259,Persons,249,units,0,v3,11,4441345,,,,0
Apr-10,British Columbia,2016A000259,Persons,249,units,0,v3,11,4453756,,,,0
Jul-10,British Columbia,2016A000259,Persons,249,units,0,v3,11,4465557,,,,0
Oct-10,British Columbia,2016A000259,Persons,249,units,0,v3,11,4483613,,,,0
